id,pkg,github,split,file,qualname,rule_first,ver_first,ver_last,n_versions_observed,label,days_span,fixed_ver_before,fixed_ver_after,signals_added,attribution_status,attributed_pr,attributed_commit_url,commits_in_window
inspect_ai:0.3.134:scorer/_unicode.py:_try_single_char_numeric:60fbe422207b4c70,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,scorer/_unicode.py,_try_single_char_numeric,silent-fallback,0.3.134,0.3.261,5,SURVIVED,337.2,,,,,,,
inspect_ai:0.3.82:solver/_human_agent/commands/note.py:NoteCommand.cli:3ddf02045343a08d,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,solver/_human_agent/commands/note.py,NoteCommand.cli,no-action,0.3.82,0.3.261,7,SURVIVED,515.3,,,,,,,
inspect_ai:0.3.134:tool/_sandbox_tools_utils/build_within_container.py:read_version:58343c6703e14d4e,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,tool/_sandbox_tools_utils/build_within_container.py,read_version,,0.3.134,0.3.261,5,SURVIVED,337.2,,,,,,,
inspect_ai:0.3.134:util/_sandbox/context.py:_is_file_readable:96902318bde8860b,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,util/_sandbox/context.py,_is_file_readable,silent-fallback,0.3.134,0.3.261,5,SURVIVED,337.2,,,,,,,
inspect_ai:0.3.55:util/_sandbox/context.py:sandbox_connections:0d315e0a4acbcba2,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,util/_sandbox/context.py,sandbox_connections,no-action,0.3.55,0.3.261,8,SURVIVED,609.2,,,,,,,
inspect_ai:0.3.108:util/_sandbox/context.py:sandbox_default:f12e1e8f455f823f,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,util/_sandbox/context.py,sandbox_default,,0.3.108,0.3.261,6,SURVIVED,431.2,,,,,,,
inspect_ai:0.3.82:util/_sandbox/docker/docker.py:get_ports_info:756de0dbeb7b8efd,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,util/_sandbox/docker/docker.py,get_ports_info,silent-fallback,0.3.82,0.3.261,7,SURVIVED,515.3,,,,,,,
inspect_ai:0.3.82:util/_sandbox/environment.py:deserialize_sandbox_specific_config:55f64395e77294ee,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,util/_sandbox/environment.py,deserialize_sandbox_specific_config,,0.3.82,0.3.261,7,SURVIVED,515.3,,,,,,,
inspect_ai:0.3.82:util/_sandbox/events.py:SandboxEnvironmentProxy.no_events:f12e1e8f455f823f,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,util/_sandbox/events.py,SandboxEnvironmentProxy.no_events,,0.3.82,0.3.261,7,SURVIVED,515.3,,,,,,,
inspect_ai:0.3.82:util/_sandbox/self_check.py:test_exec_as_user:fe8ac542b95b3429,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,util/_sandbox/self_check.py,test_exec_as_user,,0.3.82,0.3.261,7,SURVIVED,515.3,,,,,,,
inspect_ai:0.3.134:util/_store_model.py:StoreModel._coerce_value:c6a03b4ee79927b8,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,util/_store_model.py,StoreModel._coerce_value,,0.3.134,0.3.261,5,SURVIVED,337.2,,,,,,,
inspect_ai:0.3.108:util/_subprocess.py:drain_stream:f301d725553245c4,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,util/_subprocess.py,drain_stream,no-action,0.3.108,0.3.261,6,SURVIVED,431.2,,,,,,,
inspect_ai:0.3.235:_cli/acp.py:_run_stdio_bridge:02a9d1e495cb076d,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/acp.py,_run_stdio_bridge,,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_cli/acp.py:_run_stdio_bridge:4ee3996399e39377,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/acp.py,_run_stdio_bridge,,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_cli/acp.py:_run_stdio_bridge:e9fc2e2a3188b510,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/acp.py,_run_stdio_bridge,,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_cli/acp.py:_run_stdio_bridge:f38346b287929352,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/acp.py,_run_stdio_bridge,,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_cli/acp.py:acp_command:a58cd0486187c5e9,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/acp.py,acp_command,,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_config.py:_default_provenance_author:a3a322d75ff7a644,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_config.py,_default_provenance_author,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_config.py:_default_provenance_author.git_config:bc5f31f0cb918721,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_config.py,_default_provenance_author.git_config,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_fetch.py:_read_task_rows:3fa95f257535d5a4,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_fetch.py,_read_task_rows,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_group.py:_IntOrClearType.convert:0fe5c3ef31f7acef,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_group.py,_IntOrClearType.convert,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_group.py:_use_terse:0ce2cd170f7c36fb,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_group.py,_use_terse,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_http.py:_error_body:a8db5aa6c3d802c5,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_http.py,_error_body,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_http.py:_handler_404:a8db5aa6c3d802c5,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_http.py,_handler_404,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_http.py:_rejection_503:a8db5aa6c3d802c5,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_http.py,_rejection_503,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_render.py:_format_started:1eb981d074f1cd5d,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_render.py,_format_started,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_sample_read.py:_fetch_sample_row_from_listing:ff028db17ddf733c,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_sample_read.py,_fetch_sample_row_from_listing,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_sample_read.py:_looks_like_timestamp:a8795dbae278ac85,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_sample_read.py,_looks_like_timestamp,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/ctl/_sample_read.py:_read_all_eval_samples.read:509b237c70725cb7,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/ctl/_sample_read.py,_read_all_eval_samples.read,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/detach.py:_handoff_record:68b3b1f62426e6f5,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/detach.py,_handoff_record,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/detach.py:exec_detached:5a79726b737be9fa,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/detach.py,exec_detached,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/eval.py:_eval_exec_json:f44e22b5a8793297,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/eval.py,_eval_exec_json,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/eval.py:_stdout_owned_for_json:442d5f09d8630bc6,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/eval.py,_stdout_owned_for_json,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/eval.py:_stdout_owned_for_json:6dd452145352b503,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/eval.py,_stdout_owned_for_json,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_cli/util.py:int_bool_or_str_retry_flag_callback.callback:d9e511fb8d7da777,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/util.py,int_bool_or_str_retry_flag_callback.callback,,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_cli/util.py:parse_model_spec_cli_args:d5bd343ececeb0d6,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_cli/util.py,parse_model_spec_cli_args,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/config_record.py:_resolve_author:a3a322d75ff7a644,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/config_record.py,_resolve_author,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/discovery.py:list_discovered_servers:14b3fc2e97ddf17b,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/discovery.py,list_discovered_servers,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/discovery.py:list_discovered_servers:78a4b1e8dce0cad0,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/discovery.py,list_discovered_servers,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/discovery.py:list_discovered_servers:d364e27bca5ab4dc,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/discovery.py,list_discovered_servers,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/events.py:_to_text:a3f605c390e391a0,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/events.py,_to_text,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/events.py:decode_cursor:2bb2c0da6eefc9ed,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/events.py,decode_cursor,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/max_tasks.py:remove_task_dispatcher:dd1ac66a23543043,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/max_tasks.py,remove_task_dispatcher,no-action,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/pause.py:discard_park_waiter:a080be0366aff9a8,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/pause.py,discard_park_waiter,no-action,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/pause.py:remove_dispatch_waker:7ada6e16d570f297,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/pause.py,remove_dispatch_waker,no-action,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/pause.py:wait_generate_dispatch:6f6d0b7033a0bf92,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/pause.py,wait_generate_dispatch,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/pause.py:wait_generate_dispatch:ed12c0f64421cd61,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/pause.py,wait_generate_dispatch,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/scoring.py:_score_held_sample:32ab48abf726b3b1,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/scoring.py,_score_held_sample,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/scoring.py:_score_held_sample:7f4f00d8a5d8a584,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/scoring.py,_score_held_sample,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/scoring.py:_score_held_sample.run_scorers:16ea224bc3d30b6a,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/scoring.py,_score_held_sample.run_scorers,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/server.py:ControlServer._build_app._parse_override_knobs:8255e758e44c44f3,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/server.py,ControlServer._build_app._parse_override_knobs,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/server.py:ControlServer._build_app.patch_limits:5fdfbd3bc22a9b3a,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/server.py,ControlServer._build_app.patch_limits,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/server.py:ControlServer._build_app.patch_process_limits:0f17c3f0099d3ac7,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/server.py,ControlServer._build_app.patch_process_limits,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/server.py:ControlServer._unlink_socket:296b58b365d219a9,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/server.py,ControlServer._unlink_socket,no-action,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/server.py:ControlServer.stop:80440a48460d32d9,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/server.py,ControlServer.stop,no-action,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/server.py:ControlServer.stop:89e6bc20c64e0d01,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/server.py,ControlServer.stop,no-action,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/server.py:ControlServer.stop:e2f4443c1dc6d060,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/server.py,ControlServer.stop,no-action,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/server.py:control_server:42511ba18f3f8a12,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/server.py,control_server,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/state.py:_iso_to_timestamp:547d3c334de7aa4e,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/state.py,_iso_to_timestamp,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/state.py:_read_full_sample:907650062c1bcab7,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/state.py,_read_full_sample,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_control/state.py:completed_eval_sample_summaries:f4a1623ed3f26a80,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_control/state.py,completed_eval_sample_summaries,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/core/rich.py:_positive_int_env:3811c4a2005ea208,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/core/rich.py,_positive_int_env,silent-fallback,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/app.py:TaskScreenApp.update_display:0526c15df32dddbd,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/app.py,TaskScreenApp.update_display,no-action,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/samples.py:SampleInfo.on_button_pressed:72759eada6e2a1e8,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/samples.py,SampleInfo.on_button_pressed,silent-fallback,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/samples.py:SampleInfo.sync_sample:acd56609c2f4671c,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/samples.py,SampleInfo.sync_sample,silent-fallback,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/samples.py:SampleToolbar._set_prompt_mode_class:a9bd53d50bdac3da,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/samples.py,SampleToolbar._set_prompt_mode_class,silent-fallback,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/samples.py:SampleToolbar._sync_interrupt_subscriptions:0325596214649ade,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/samples.py,SampleToolbar._sync_interrupt_subscriptions,no-action,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/samples.py:SampleToolbar._sync_interrupt_subscriptions:15fd7386cb7ee7e0,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/samples.py,SampleToolbar._sync_interrupt_subscriptions,no-action,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/samples.py:SampleToolbar._sync_interrupt_subscriptions:845df4637e71f369,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/samples.py,SampleToolbar._sync_interrupt_subscriptions,no-action,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/samples.py:SampleToolbar._sync_interrupt_subscriptions._on_interrupted:845df4637e71f369,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/samples.py,SampleToolbar._sync_interrupt_subscriptions._on_interrupted,no-action,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/samples.py:SampleToolbar._sync_interrupt_subscriptions._on_resolved:3b459dadaef1f2f4,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/samples.py,SampleToolbar._sync_interrupt_subscriptions._on_resolved,no-action,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.209:_display/textual/widgets/tasks.py:RetryCheckbox._make_label:dbc7f2e742ea78d6,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/tasks.py,RetryCheckbox._make_label,,0.3.209,0.3.261,3,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/tasks.py:TaskProgressView.update_agent_width:6381133037cd1814,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/tasks.py,TaskProgressView.update_agent_width,no-action,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/tasks.py:TaskProgressView.update_description_width:87d559d93a551b6e,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/tasks.py,TaskProgressView.update_description_width,no-action,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_display/textual/widgets/tasks.py:TaskProgressView.update_model_width:1ce8deeb47f81982,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_display/textual/widgets/tasks.py,TaskProgressView.update_model_width,no-action,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/eval.py:eval_async.run:ebd79f1e9d272731,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/eval.py,eval_async.run,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.209:_eval/eval.py:eval_retry_async:bc433898b4bb8b1c,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/eval.py,eval_retry_async,no-action,0.3.209,0.3.261,3,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.209:_eval/eval.py:eval_retry_async:ec801de15243d6b4,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/eval.py,eval_retry_async,no-action,0.3.209,0.3.261,3,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/eval_set_pruning.py:_Pruner._load:763bf01b09ed8d32,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/eval_set_pruning.py,_Pruner._load,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/eval_set_pruning.py:_args_hash_of_call:aeb0330e608e36e1,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/eval_set_pruning.py,_args_hash_of_call,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/eval_set_pruning.py:task_construction:f12e1e8f455f823f,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/eval_set_pruning.py,task_construction,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/eval_set_selection.py:_document_version:c0221f098d80c371,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/eval_set_selection.py,_document_version,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.209:_eval/evalset.py:_embed_viewer:f12e1e8f455f823f,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/evalset.py,_embed_viewer,,0.3.209,0.3.261,3,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.209:_eval/evalset.py:_embed_viewer.update_listing:001cd180ee9974c3,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/evalset.py,_embed_viewer.update_listing,no-action,0.3.209,0.3.261,3,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/evalset.py:_register_reused_logs:e5050c763360f348,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/evalset.py,_register_reused_logs,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/evalset.py:eval_set:4201136f7df9e1d4,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/evalset.py,eval_set,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/evalset.py:eval_set:4e1738a20c7e7a84,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/evalset.py,eval_set,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/loader.py:_load_task_source_from_file:6998320dea6e219f,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/loader.py,_load_task_source_from_file,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/loader.py:refers_to_task_source:291bc7672b88d473,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/loader.py,refers_to_task_source,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/log.py:TaskLogger._stale_flush_after_delay:052960fe8f3cc151,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/log.py,TaskLogger._stale_flush_after_delay,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/log.py:TaskLogger.read_sample:b75ccf417dad5acf,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/log.py,TaskLogger.read_sample,silent-fallback,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/run.py:_task_run_sample_attempt:0bde2f3a74c51099,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/run.py,_task_run_sample_attempt,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/run.py:_task_run_sample_attempt:7c722946dc08d265,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/run.py,_task_run_sample_attempt,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/run.py:_task_run_sample_attempt:ab897a63c2939215,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/run.py,_task_run_sample_attempt,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/run.py:eval_log_sample_source.error_history_from_file:b80668107943e131,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/run.py,eval_log_sample_source.error_history_from_file,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/run.py:eval_log_sample_source.prior_exists_in_file:b9e2518915b5560a,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/run.py,eval_log_sample_source.prior_exists_in_file,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/run.py:eval_log_sample_source.read_from_file:bedb42ca81e9d383,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/run.py,eval_log_sample_source.read_from_file,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/run.py:task_run.run_sample:0a483fc33a07c2e7,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/run.py,task_run.run_sample,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/run.py:task_run.run_sample:199c02b0092e732a,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/run.py,task_run.run_sample,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.235:_eval/task/scan.py:scan_context:f12e1e8f455f823f,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/scan.py,scan_context,,0.3.235,0.3.261,2,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/scheduler.py:SampleScheduler.run.run_feeder:8ab3c4d9682593a1,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/scheduler.py,SampleScheduler.run.run_feeder,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.261:_eval/task/scheduler.py:SampleScheduler.run.run_one:f17c248a187bff07,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/scheduler.py,SampleScheduler.run.run_one,,0.3.261,0.3.261,1,TOO_YOUNG,,,,,,,,
inspect_ai:0.3.209:_eval/task/store.py:DiskSampleStore.__init__:5de67eb734f0878b,inspect_ai,UKGovernmentBEIS/inspect_ai,held-out,_eval/task/store.py,DiskSampleStore.__init__,no-action,0.3.209,0.3.261,3,TOO_YOUNG,,,,,,,,
